;Johnny Cash;Willie Nelson;Dolly Parton;Hank Williams;Faith Hill;Dixie Chicks;Garth Brooks;Kenny Rogers;Tim McGraw;Hank Snow;Brooks and Dunn;Lee Hazlewood;Kenny Chesney;Jim Reeves;Roger Miller;Kris Kristofferson;Bob Dylan;Joni Mitchell;Leonard Cohen;Joan Baez;Townes van Zandt;Pete Seeger;Suzanne Vega;Tracy Chapman;Tim Buckley;Steeleye Span;Woody Guthrie;Donovan;Cat Stevens;John Denver;Don McLean;Crosby Stills & Nash;Miles Davis;Dave Brubeck;Billie Holiday;Duke Ellington;Django Reinhardt;Glenn Miller;Ella Fitzgerald;Louis Armstrong;Nat King Cole;Herbie Hancock;Nina Simone;John Coltrane;Charlie Parker;Count Basie;Thelonious Monk;Cannonball Adderley;John Lee Hooker;Muddy Waters;Taj Mahal;John Mayall;Big Bill Broonzy;BB King;Howlin' Wolf;Willie Dixon;Blind Lemon Jefferson;Blind Willie McTell;Mississippi John Hurt;T-Bone Walker;Etta James;Lightnin' Hopkins;Otis Rush;Albert King;James Brown;Marvin Gaye;Otis Redding;Solomon Burke;Sam Cooke;Aretha Franklin;Al Green;The Temptations;The Drifters;Fats Domino;The Supremes;Isaac Hayes;Alicia Keys;Erykah Badu;India Arie;Jill Scott;Iron Maiden;Megadeth;Slayer;Sepultura;Black Sabbath;Anthrax;Alice Cooper;Deep Purple;Def Leppard;AC/DC;Judas Priest;Kiss;Metallica;Pantera;Queensryche;Skid Row;Nirvana;Beck;Smashing Pumpkins;Radiohead;Belle and Sebastian;Alice in Chains;Echo and the Bunnymen;Sonic Youth;Weezer;Pearl Jam;Foo Fighters;Hole;Bush;The Smiths;Depeche Mode;Jane's Addiction;Patti Smith;Sex Pistols;Sid Vicious;Ramones;Bad Religion;The Clash;NoFX;Dead Kennedys;Buzzcocks;Green Day;Blink 182;Sum 41;The Misfits;Rancid;Screeching Weasel;Pennywise;Eminem;Dr. Dre;Public Enemy;Missy Elliot;Cypress Hill;50 Cent;Run DMC;Grandmaster Flash;2Pac;Snoop Dogg;Jay-Z;Busta Rhymes;LL Cool J;DMX;Ice Cube;Mystikal;Aphex Twin;Daft Punk;Kraftwerk;Chemical Brothers;Fatboy Slim;Basement Jaxx;Carl Cox;Moloko;Paul Oakenfold;Prodigy;Armand van Helden;Moby;Massive Attack;Mouse on Mars;Jimi Tenor;Underworld;Bob Marley;Jimmy Cliff;Peter Tosh;Ziggy Marley;Sean Paul;Alpha Blondy;Shaggy;Maxi Priest;Shabba Ranks;UB40;Inner Circle;Desmond Dekker;Capleton;Bounty Killer;Eddy Grant;Black Uhuru;The Rolling Stones;The Animals;The Faces;The Kinks;The Who;Elvis Presley;Chuck Berry;Little Richard;Jerry Lee Lewis;Buddy Holly;Bo Diddley;Bill Haley;Chubby Checker;The Yardbirds;Carl Perkins;Gene Vincent;Madonna;Britney Spears;N'Sync;Justin Timberlake;ABBA;Michael Jackson;Janet Jackson;Prince;Spice Girls;Christina Aguilera;Robbie Williams;Nelly Furtado;Avril Lavigne;Jennifer Lopez;O-Town;Shakira;Wolfgang Amadeus Mozart;Ludwig van Beethoven;Johann Sebastian Bach;Joseph Haydn;Johannes Brahms;Frederic Chopin;Antonin Dvorak;Gustav Mahler;Franz Schubert;Antonio Vivaldi;Richard Wagner;Herbert von Karajan;Yehudi Menuhin;Georg Friedrich Haendel;Tchaikovsky;Giuseppe Verdi
Duke Ellington;0,099265;0,062472;0,04156;0,049463;0,014913;0,052571;0,022347;0,030046;0,01191;0,019907;0;0,12875;0,003716;0,023569;0,010536;0,021386;0,094943;0,494271;0,050793;0,102475;0,074409;0,071295;0,093134;0,05931;0,184287;0,00343;0,159025;0,088419;0,055753;0,029723;0,175916;0,002403;0,930123;0,944497;0,839531;1;0,737621;0,787126;0,731791;0,880971;0,67975;0,909808;0,613075;0,851074;0,854164;0,918178;0,963459;0,900515;0,154312;0,111798;0,159354;0,144077;0,151137;0,196089;0,118234;0,142264;0,110186;0,094283;0,094252;0,21452;0,340378;0,11961;0,14121;0,108763;0,111226;0,118419;0,035474;0,137375;0,051262;0,130844;0,052299;0,061976;0,033187;0,110813;0,073281;0,119994;0,152011;0,214963;0,006633;0,073487;0,002651;0,018702;0,026533;0,000356;0,023705;0,046255;0,02598;0,015872;0,003282;0,020705;0,005791;0,045407;0,02932;0,010634;0;0,027877;0,025711;0,071546;0,035751;0,015097;0,032119;0,041686;0;0,065258;0,012777;0,041811;0,019026;0,0261;0,015974;0,014222;0,009851;0,051477;0,01391;0,008127;0,000809;0,013941;0,029204;0,014745;0,01714;0,047259;0,023402;0,098699;0,029177;0,004817;0,094641;0,012939;0,030138;0,011392;0,019643;0,05574;0,037154;0;0,022007;0,009552;0,012864;0,009839;0,006712;0,035001;0,030329;0,046059;0,022438;0,018418;0,043954;0,27767;0,02777;0,012873;0,02352;0;0,008616;0,040429;0,012476;0,065247;0,00205;0,02116;0,005601;0,073487;0,042064;0,128409;0,520236;0,031902;0,028299;0,000497;0,008899;0,010976;0,030693;0,000249;0,00037;0,0002;0,000509;0,005104;0,000825;0,002132;0,002889;0;0;0,000097;0,052135;0,077904;0;0,034478;0,012564;0,066169;0,049515;0,135703;0,094313;0,030864;0,079552;0,029627;0,023462;0,085426;0,020363;0,014437;0,041646;0,026525;0;0,011546;0,004839;0,052197;0,040671;0,106793;0,009267;0,053227;0,016602;0,011786;0,012632;0,056926;0,007196;0,009217;0,149309;0,17943;0,061026;0,107846;0,185863;0,221348;0,060548;0,038732;0,202791;0,049083;0,064969;0,023613;0,031242;0,030152;0,047623;0,051188
Django Reinhardt;0,067089;0,028762;0,026417;0,036985;0,003181;0,004971;0,002424;0,003418;0,001164;0,000175;0;0,068058;0,017909;0,012493;0,00127;0,00472;0,083924;0,490915;0,081004;0,096329;0,084835;0,006201;0,13947;0,079633;0,159756;0,010069;0,046349;0,142253;0,076135;0,005896;0,020943;0,010729;0,76739;0,755124;0,656034;0,737621;1;0,62496;0,584001;0,718504;0,508978;0,729726;0,439693;0,698592;0,696065;0,760052;0,74955;0,738419;0,123298;0,134556;0,153265;0,17417;0,229243;0,124172;0,098794;0,079339;0,09402;0,120483;0,173934;0,240115;0,255771;0,147418;0,163713;0,164023;0,072728;0,05631;0,024865;0,099339;0,038117;0,085245;0,033158;0,04191;0,012963;0,06098;0,039503;0,093138;0,037545;0,161586;0,0674;0,03978;0,077387;0,054813;0,011147;0,005963;0,060301;0,006722;0,048469;0,125327;0,019417;0,087322;0,046389;0,069514;0,091592;0,09199;0,009134;0,045441;0,041034;0,053804;0,009696;0,019857;0,038849;0,109068;0,008983;0,094574;0,007256;0,066289;0,056744;0,008287;0,01764;0,079331;0,02263;0,100802;0,008488;0,018846;0,016332;0,012849;0,00737;0,02594;0,014004;0,115657;0,015302;0,049738;0,01188;0,006329;0,002597;0,006266;0,008209;0,005198;0,012465;0,028705;0,021048;0,001281;0,01078;0,003434;0,00333;0,004148;0,002417;0,010162;0,010684;0,01818;0,007949;0,002816;0,028777;0,209273;0,026065;0,055852;0,032919;0,002512;0,009389;0,03668;0,010834;0,056867;0,002475;0,003222;0,002418;0,01699;0,043062;0,113942;0,434319;0,029929;0,030603;0,00171;0,009448;0,002902;0,008086;0,000209;0,002788;0,001982;0,00089;0,007121;0,006456;0,004585;0,010742;0,000574;0,002851;0,001235;0,117051;0,074186;0;0,115407;0,113583;0,038361;0,096456;0,086319;0,02564;0,074727;0,151516;0,019342;0,025587;0,238852;0,09513;0,011767;0,016667;0,006181;0,008479;0,004102;0,00881;0,031404;0,013089;0,151631;0,010607;0,027775;0,022942;0,011767;0,00478;0,004414;0,003185;0,010176;0,022192;0,017759;0,028668;0,016793;0,021665;0,005272;0,020353;0,008027;0,015137;0,028783;0,012356;0,008987;0,064645;0,01206;0,015536;0,009909
Glenn Miller;0,152405;0,107402;0,076472;0,058305;0,035157;0,091648;0,051675;0,068282;0,030928;0,032212;0;0,20128;0,013488;0,041606;0,023742;0,059233;0,143397;0,400568;0,06211;0,139265;0,071409;0,106773;0,117568;0,12198;0,150124;0,032112;0,245834;0,102237;0,110902;0,056447;0,315218;0,048794;0,702724;0,696184;0,685666;0,787126;0,62496;1;0,62024;0,737592;0,572238;0,675485;0,465511;0,643534;0,663706;0,839709;0,705448;0,68677;0,104046;0,078579;0,106804;0,089304;0,093032;0,112106;0,08805;0,089984;0,05807;0,043889;0,048969;0,143913;0,294657;0,067138;0,08586;0,057354;0,15495;0,140825;0,05354;0,128707;0,075876;0,133849;0,062541;0,112218;0,068421;0,11649;0,105059;0,115723;0,169583;0,183922;0;0,082061;0,035631;0,0453;0,0572;0,019217;0,043663;0,079644;0,095087;0,050558;0,06794;0,079065;0,028315;0,129728;0,083958;0,031058;0,037329;0,070253;0,064021;0,104129;0,10837;0,038909;0,0936;0,088915;0,05342;0,121478;0,060014;0,099704;0,052968;0,061179;0,072825;0,053282;0,104872;0,110686;0,04916;0,053982;0,035943;0,073323;0,077936;0,062151;0,035453;0,081182;0,025721;0,184257;0,11026;0,039603;0,153411;0,044948;0,082429;0,040362;0,03606;0,071998;0,073792;0;0,0683;0,027979;0,020853;0,043578;0,016053;0,089454;0,063553;0,07606;0,075952;0,038098;0,060225;0,250048;0,058234;0,089679;0,06369;0,126695;0,042729;0,130639;0,08352;0,131808;0,061022;0,182909;0,095686;0,173676;0,114204;0,181344;0,42191;0,10496;0,043412;0,00912;0,016182;0,013218;0,061613;0,009599;0,027969;0,033937;0,039854;0,025633;0,035643;0,015008;0,003996;0,002066;0,065247;0,00689;0,092023;0,08975;0;0,08681;0,076994;0,143014;0,107976;0,165572;0,101035;0,078217;0,122374;0,118203;0,053142;0,086109;0,047894;0,081501;0,114087;0,120192;0,056191;0,052179;0,028975;0,202502;0,119277;0,162492;0,037636;0,118128;0,055754;0,05739;0,044798;0,127413;0,060118;0,04329;0,010556;0,008795;0,015491;0,025257;0,008896;0,009923;0;0,011398;0,012885;0,016403;0,021217;0,002605;0,022067;0,001783;0,000354;0,013993
Ella Fitzgerald;0,180398;0,120001;0,06625;0,045704;0,246312;0,052233;0,092108;0,039198;0,017166;0,015627;0;0,14214;0,006504;0,032584;0,017697;0,039105;0,210657;0,528662;0,339922;0,205654;0,073058;0,089378;0,232459;0,335108;0,470034;0,018034;0,238645;0,327741;0,20227;0,136257;0,282491;0,057744;0,748838;0,713759;0,833796;0,731791;0,584001;0,62024;1;0,741852;0,751567;0,684899;0,685276;0,669417;0,660729;0,696134;0,715892;0,701889;0,139608;0,100882;0,137407;0,121912;0,133344;0,163653;0,127549;0,121636;0,097479;0,084329;0,085618;0,17804;0,476949;0,106497;0,121545;0,097991;0,17801;0,296691;0,307527;0,140143;0,224574;0,369504;0,448382;0,254898;0,194958;0,085575;0,297132;0,215007;0,406645;0,382855;0,021838;0,40547;0,157582;0,020898;0,027167;0,00436;0,027905;0,037841;0,041355;0,026749;0,02504;0,081049;0,0119;0,056137;0,148814;0,01322;0,007945;0,029566;0,086042;0,142808;0,038038;0,434714;0,229223;0,104065;0,011369;0,161321;0,085144;0,302557;0,103178;0,133297;0,081166;0,07117;0,185408;0,056007;0,059922;0,030223;0,053417;0,087158;0,107231;0,055633;0,019787;0,075036;0,312563;0,118167;0,0478;0,073029;0,073372;0,075223;0,039231;0,014034;0,161749;0,04555;0,041417;0,000269;0,028415;0,078761;0,009973;0,010013;0,00787;0,038162;0,152315;0,039898;0,192005;0,019663;0,04009;0,227859;0,02703;0,176194;0,040011;0,057451;0,012614;0,147813;0,010378;0,199511;0,004891;0,020064;0,01025;0,274731;0,046309;0,121006;0,407195;0,276546;0,153101;0,005984;0,011418;0,004438;0,030427;0,000189;0,012925;0,162471;0,001454;0,016915;0,010383;0,011291;0,003063;0,002097;0,014159;0,002979;0,159001;0,094316;0;0,135672;0,076642;0,372019;0,056605;0,114102;0,056334;0,191646;0,080789;0,090362;0,130873;0,240503;0,023108;0,207877;0,224807;0,157872;0,057036;0,246819;0,176791;0,180736;0,547559;0,383418;0,098506;0,412177;0,163442;0,266525;0,092059;0,342761;0,021623;0,187304;0,018566;0,036441;0,036493;0;0,047679;0,020437;0;0,002176;0,024488;0,047438;0,003507;0,001416;0,011151;0,001429;0,000582;0,012189
Louis Armstrong;0,11313;0,07304;0,043163;0,067738;0,074605;0,03387;0,041589;0,034902;0,013549;0,011016;0;0,158029;0,006793;0,026103;0,015309;0,035061;0,150078;0,521418;0,136525;0,120833;0,120252;0,054527;0,130026;0,132243;0,300167;0,024917;0,129137;0,180698;0,10846;0,052821;0,16011;0,051314;0,908595;0,871513;0,869845;0,880971;0,718504;0,737592;0,741852;1;0,668226;0,839111;0,62178;0,807008;0,817137;0,867858;0,874255;0,858498;0,243679;0,183735;0,242984;0,213131;0,2307;0,290001;0,213508;0,229471;0,200508;0,18541;0,17842;0,297483;0,4401;0,21009;0,232328;0,202341;0,139738;0,176983;0,12345;0,180515;0,109823;0,212967;0,128895;0,135789;0,106542;0,227856;0,13688;0,148595;0,187361;0,272867;0,007126;0,169257;0,022905;0,022299;0,026547;0,013147;0,046019;0,028949;0,052708;0,038004;0,041692;0,059132;0,022362;0,061501;0,051548;0,016499;0,024295;0,039946;0,045467;0,087765;0,051109;0,04752;0,12337;0,074823;0,032727;0,100474;0,047512;0,094968;0,053182;0,057453;0,047788;0,051693;0,074104;0,068649;0,036431;0,04029;0,034583;0,054441;0,055263;0,047881;0,025484;0,055345;0,084105;0,081479;0,060078;0,03898;0,052133;0,036693;0,04053;0,019434;0,033248;0,043267;0,038901;0;0,027632;0,012945;0,007086;0,011685;0,005816;0,031215;0,025573;0,039465;0,075723;0,016497;0,043329;0,297154;0,032435;0,073674;0,047893;0,018506;0,014678;0,075944;0,011808;0,111968;0,00707;0,02014;0,007412;0,141839;0,053507;0,151616;0,497973;0,042196;0,072348;0,006601;0,014475;0,008595;0,026875;0,0001;0,01395;0,052024;0,000507;0,019261;0,020242;0,012223;0,004083;0,002008;0,014071;0,004856;0,13398;0,142838;0;0,09595;0,068757;0,150645;0,096533;0,178093;0,075306;0,095091;0,127443;0,056558;0,032579;0,182877;0,044218;0,047318;0,091959;0,069836;0,054633;0,084976;0,041507;0,105149;0,115468;0,195254;0,044165;0,132712;0,067289;0,101625;0,041784;0,115354;0,021894;0,037373;0,007875;0,011406;0,012202;0,014491;0,01504;0,004549;0,017563;0,005762;0,012168;0,009663;0,008758;0,006547;0,013334;0,009471;0,013464;0,017071
Nat King Cole;0,232763;0,165542;0,13918;0,075767;0,313558;0,070798;0,146294;0,089814;0,050401;0,037514;0,023899;0,227503;0,026919;0,077352;0,044281;0,09962;0,278513;0,5672;0,423396;0,242431;0,100216;0,095424;0,272672;0,409876;0,53286;0,057519;0,257759;0,415251;0,299067;0,192794;0,336399;0,141411;0,68003;0,652411;0,780461;0,67975;0,508978;0,572238;0,751567;0,668226;1;0,649956;0,802808;0,584546;0,57947;0,630031;0,670932;0,618554;0,138838;0,122684;0,13465;0,117805;0,132802;0,149469;0,152307;0,113409;0,092169;0,080262;0,084976;0,166371;0,510013;0,107022;0,119024;0,097722;0,196259;0,367739;0,387126;0,168994;0,280793;0,455389;0,395529;0,331735;0,271862;0,166597;0,357676;0,230635;0,498631;0,433077;0,004364;0,495427;0,047358;0,039143;0,043109;0,026448;0,054706;0,039035;0,102651;0,064919;0,092526;0,098102;0,036665;0,116189;0,099448;0,028681;0,050123;0,063824;0,124385;0,1733;0,11249;0,121672;0,347024;0,155951;0,07173;0,228123;0,141062;0,28592;0,151117;0,174824;0,126632;0,129185;0,256398;0,109692;0,101599;0,086062;0,106257;0,153626;0,155046;0,107911;0,038782;0,101009;0,306045;0,153428;0,125095;0,123224;0,066713;0,110537;0,089583;0,037984;0,085992;0,054016;0,178103;0,003493;0,05942;0,036629;0,012746;0,025923;0,040665;0,103758;0,106198;0,077598;0,28068;0,050221;0,100267;0,227743;0,036465;0,249017;0,073068;0,08367;0,025585;0,191081;0,020238;0,249003;0,022341;0,051504;0,028123;0,338908;0,07223;0,164838;0,360712;0,060021;0,194776;0,014484;0,020627;0,01888;0,0546;0,001548;0,044017;0,216587;0,006883;0,042838;0,045227;0,031299;0,005389;0,006255;0,045113;0,01161;0,242925;0,137995;0;0,216147;0,158033;0,50213;0,125508;0,191113;0,167465;0,268956;0,136039;0,10285;0,053398;0,30518;0,062852;0,104795;0,28957;0,218864;0,150558;0,327069;0,157318;0,268718;0,397925;0,480138;0,137096;0,268487;0,21587;0,343716;0,131145;0,420453;0,054917;0,137029;0,128793;0,178586;0,035064;0,015776;0,198706;0,193831;0,019121;0,007761;0,17533;0,011758;0,012008;0,010694;0,016958;0,011195;0,016696;0,025902
Herbie Hancock;0,047419;0,034989;0,032772;0,022321;0,018616;0,015868;0,024411;0,031176;0,012134;0,002198;0;0,162148;0,01251;0,027547;0,009935;0,037112;0,090778;0,558989;0,088729;0,081862;0,04416;0,00804;0,105767;0,084646;0,198108;0,060006;0,021203;0,138489;0,10195;0,018193;0,068969;0,061897;0,937721;0,920357;0,781799;0,909808;0,729726;0,675485;0,684899;0,839111;0,649956;1;0,583235;0,841849;0,82887;0,859617;0,931796;0,90589;0,094516;0,081636;0,123722;0,112514;0,088258;0,126982;0,070054;0,063541;0,038492;0,028597;0,031997;0,151407;0,328808;0,058901;0,080659;0,066324;0,189965;0,105837;0,067863;0,173976;0,09801;0,159076;0,068612;0,098026;0,057901;0,158174;0,079172;0,16818;0,093889;0,265661;0,040554;0,066028;0,064977;0,037923;0,025624;0,03494;0,06349;0,011982;0,09017;0,072939;0,101965;0,121482;0,038584;0,108249;0,08293;0,030019;0,063835;0,064617;0,042582;0,09579;0,105307;0,07429;0,133766;0,088806;0,092216;0,113873;0,060574;0,078321;0,06005;0,042264;0,079229;0,078637;0,12476;0,123653;0,053365;0,085124;0,060541;0,081479;0,055437;0,084117;0,041858;0,062106;0,0382;0,061847;0,104817;0,051168;0,010652;0,040227;0,059892;0,036688;0,035476;0,052076;0,067223;0,028967;0,090311;0,023335;0,018828;0,052013;0,009717;0,070235;0,032294;0,06767;0,074112;0,023519;0,061841;0,268613;0,074876;0,121504;0,133819;0,105969;0,050508;0,121304;0,063807;0,134922;0,045498;0,097669;0,101707;0,083899;0,154774;0,218618;0,583289;0,104447;0,062612;0,025869;0,040166;0,046557;0,043738;0,023808;0,028095;0,026909;0,022361;0,039665;0,057424;0,034072;0,008009;0,007964;0,050057;0,018858;0,137902;0,117724;0,005705;0,123078;0,119397;0,088615;0,128787;0,204537;0,141175;0,078744;0,117689;0,10329;0,050409;0,126881;0,057735;0,102534;0,069672;0,070431;0,071281;0,040996;0,032914;0,131565;0,07401;0,197401;0,040368;0,08872;0,048063;0,062329;0,037985;0,040998;0,040137;0,073702;0,10396;0,128166;0,038594;0,011957;0,132237;0,154473;0;0,007124;0,140073;0,018108;0,011258;0,001138;0,002513;0;0,000916;0,011847
Nina Simone;0,262449;0,177271;0,063412;0,073624;0,36714;0,065585;0,136358;0,056286;0,02192;0,014807;0;0,189399;0,011354;0,052215;0,023726;0,063666;0,342623;0,56511;0,481445;0,315013;0,134539;0,130408;0,317687;0,484452;0,689265;0,080384;0,317338;0,475837;0,327609;0,206989;0,375704;0,119281;0,609458;0,575354;0,781417;0,613075;0,439693;0,465511;0,685276;0,62178;0,802808;0,583235;1;0,520254;0,518499;0,559394;0,596491;0,573422;0,236148;0,172989;0,247795;0,176059;0,210459;0,230766;0,24082;0,200583;0,180132;0,167995;0,169772;0,241141;0,635028;0,189721;0,200828;0,194355;0,325963;0,503788;0,588101;0,331797;0,429553;0,67449;0,592482;0,397067;0,337539;0,167318;0,44248;0,371593;0,665462;0,650022;0,161582;0,699279;0,040462;0,035418;0,038573;0,023218;0,052509;0,039231;0,088131;0,058442;0,077988;0,084161;0,033421;0,102674;0,097365;0,02515;0,041248;0,057014;0,137238;0,20217;0,083802;0,133519;0,369998;0,168071;0,059285;0,245993;0,149486;0,334272;0,169645;0,205461;0,133862;0,125562;0,29583;0,095287;0,109206;0,088766;0,120207;0,173546;0,185319;0,12869;0,043646;0,126114;0,375814;0,16026;0,110557;0,131605;0,083295;0,138291;0,083545;0,042897;0,100884;0,053603;0,327391;0,006018;0,093198;0,044784;0,023708;0,028149;0,07447;0,142238;0,183105;0,082724;0,357236;0,082812;0,158084;0,200149;0,027233;0,294315;0,055807;0,083577;0,029106;0,21213;0,006872;0,2817;0,011332;0,032176;0,025184;0,416418;0,111344;0,13172;0,314569;0,042514;0,261115;0,039112;0,052824;0,058587;0,073907;0,03599;0,027348;0,251694;0,009716;0,044446;0,046413;0,051734;0,005099;0,005867;0,028074;0,020816;0,274749;0,184435;0,002031;0,226037;0,155945;0,444631;0,124829;0,199161;0,159105;0,308055;0,147707;0,086771;0,044951;0,392882;0,057653;0,086832;0,330405;0,232084;0,106839;0,384872;0,178622;0,27919;0,473979;0,565961;0,148208;0,315904;0,248785;0,408543;0,147216;0,499764;0,039178;0,151508;0,135606;0,190961;0,035449;0;0,216997;0,205524;0;0,002466;0,183227;0,006587;0,00406;0,003427;0,011009;0,001702;0,000665;0,019833
John Coltrane;0,054467;0,029064;0,019729;0,017584;0,028457;0,02947;0,024437;0,007258;0,027589;0,003477;0;0,085881;0,020497;0,013456;0,009968;0,005456;0,067212;0,476816;0,087372;0,091921;0,07748;0,014817;0,126708;0,07343;0,182521;0,012821;0,031919;0,091851;0,060265;0,008232;0,058983;0,001775;0,882177;0,874793;0,766072;0,851074;0,698592;0,643534;0,669417;0,807008;0,584546;0,841849;0,520254;1;0,812007;0,809918;0,872734;0,867658;0,101704;0,067769;0,102642;0,108123;0,093412;0,139838;0,061545;0,073066;0,056471;0,040263;0,040444;0,152354;0,311966;0,067908;0,084067;0,062957;0,095283;0,085676;0,046395;0,120164;0,044466;0,116798;0,052902;0,045441;0,019628;0,078793;0,048502;0,107427;0,061379;0,233836;0,018691;0,0689;0,02866;0,032327;0,011715;0,006435;0,039704;0,017359;0,049951;0,031008;0,05447;0,047739;0,013546;0,076918;0,042305;0,009523;0,012135;0,023373;0,028439;0,084019;0,023729;0,036745;0,069791;0,056862;0,017365;0,069971;0,040764;0,051536;0,041813;0,018898;0,022761;0,034161;0,074149;0,09108;0,018181;0,02541;0,020727;0,027023;0,042949;0,040701;0,030341;0,049634;0,022869;0,047808;0,020781;0,028934;0,016402;0,035157;0,012133;0,008533;0,020751;0,032559;0,0236;0,000174;0,01519;0,003621;0,00223;0,005156;0,009977;0,011956;0,026694;0,022916;0,012119;0,006601;0,032181;0,240916;0,041885;0,060261;0,032662;0,002649;0,018022;0,059726;0,011476;0,06645;0,010851;0,017372;0,003802;0,048513;0,072226;0,183463;0,504413;0,046559;0,034732;0,002157;0,032289;0,005094;0,046608;0,000037;0,001692;0,018021;0,001127;0,006711;0,010222;0,00393;0,008395;0;0,002959;0,001859;0,072258;0,122198;0;0,066799;0,046779;0,047393;0,045144;0,109643;0,045335;0,025729;0,053519;0,023796;0,018613;0,080082;0,016952;0,019986;0,02673;0,03645;0;0,023721;0,012856;0,060261;0,033731;0,12107;0,016366;0,031898;0,020157;0,0383;0,027648;0,01046;0,002905;0,003529;0,028659;0,034999;0,019452;0,012128;0,033414;0,03548;0,008943;0,005891;0,043548;0,008788;0,009603;0,005924;0,007245;0,005816;0,007277;0,007637
Charlie Parker;0,042778;0,028227;0,022193;0,033076;0,00422;0,014861;0,006366;0,008892;0,003394;0,005454;0;0,08746;0,001324;0,019585;0,003132;0,006324;0,062726;0,449007;0,047174;0,101597;0,062401;0,044177;0,145944;0,029407;0,175214;0,008454;0,054626;0,084693;0,024431;0,009028;0,060448;0,002288;0,88151;0,864296;0,769293;0,854164;0,696065;0,663706;0,660729;0,817137;0,57947;0,82887;0,518499;0,812007;1;0,823081;0,869091;0,857314;0,14968;0,108574;0,174202;0,144997;0,14116;0,197516;0,109586;0,132922;0,10874;0,09536;0,091901;0,205249;0,31094;0,119251;0,13868;0,112406;0,085752;0,078785;0,025189;0,124074;0,036594;0,102076;0,03627;0,036689;0,028024;0,069606;0,04868;0,099184;0,102713;0,218304;0,00622;0,052653;0,002631;0,006049;0,008116;0,001542;0,024899;0,034398;0,013537;0,014452;0,005086;0,022121;0,00507;0,037748;0,013366;0,003873;0,001896;0,014765;0,010083;0,046902;0,01285;0,016683;0,032052;0,02676;0,002824;0,077252;0,006685;0,019505;0,013424;0,012105;0,016623;0,014087;0,012362;0,036135;0,037253;0,012137;0,016138;0,024471;0,012774;0,017475;0,015307;0,030034;0,015303;0,034392;0,012306;0,004733;0,029269;0,008108;0,013295;0,006357;0,015157;0,039127;0,046337;0,001085;0,011622;0,040533;0,004174;0,028699;0,021242;0,014694;0,042861;0,114072;0,046946;0,02386;0,032271;0,244772;0,028327;0,015127;0,028772;0,00406;0,009182;0,040411;0,013491;0,064656;0,000992;0,024957;0,002104;0,074931;0,04076;0,123647;0,497456;0,029777;0,036016;0,009279;0,018135;0,015791;0,018516;0,013137;0,001645;0,000149;0,000984;0,01003;0,002149;0,010695;0,002913;0,000299;0,000536;0,004676;0,05371;0,077322;0;0,034183;0,013501;0,040327;0,040693;0,099126;0,029951;0,019375;0,061203;0,011655;0,014149;0,087161;0,015965;0,007352;0,022538;0,00837;0;0,004167;0,001364;0,030652;0,018837;0,089652;0,009015;0,040386;0,014839;0,011782;0,005404;0,050948;0,002339;0,020033;0,008824;0,008575;0,014611;0,020289;0,009816;0,00637;0,024591;0,007463;0,015267;0,010627;0,01095;0,008281;0,011362;0,012346;0,018627;0,007093
Count Basie;0,060855;0,037066;0,026917;0,048637;0,006229;0,02217;0,009946;0,01354;0,00509;0,008126;0;0,100622;0,003897;0,012708;0,004257;0,009149;0,079164;0,471925;0,049065;0,068038;0,087471;0,031914;0,071251;0,039353;0,184255;0,004359;0,077478;0,090423;0,03921;0,012428;0,077666;0;0,888223;0,890694;0,802181;0,918178;0,760052;0,839709;0,696134;0,867858;0,630031;0,859617;0,559394;0,809918;0,823081;1;0,902819;0,86504;0,192295;0,145687;0,199859;0,184342;0,196466;0,242091;0,155162;0,18034;0,156407;0,145963;0,145027;0,259252;0,333155;0,167962;0,190921;0,16379;0,091018;0,092252;0,026121;0,139296;0,039745;0,115991;0,038101;0,040193;0,027317;0,100869;0,055027;0,09993;0,095236;0,199516;0,005469;0,058554;0,011159;0,014103;0,011146;0,002731;0,032423;0,019283;0,018793;0,024379;0,007504;0,032612;0,009422;0,029585;0,027913;0,013538;0,005092;0,022556;0,015492;0,052716;0,021933;0,017796;0,034823;0,040846;0,007286;0,053978;0,008668;0,029889;0,019531;0,016031;0,018583;0,020442;0,010702;0,044823;0,009657;0,012487;0,005162;0,011305;0,015758;0,015781;0,015302;0,040151;0,014351;0,047843;0,018605;0,004502;0,038676;0,007933;0,015181;0,00739;0,013805;0,033848;0,020042;0;0,01097;0,004477;0,005257;0,005514;0,002647;0,014063;0,014273;0,024326;0,012028;0,00838;0,034437;0,244982;0,027247;0,015918;0,029372;0,004075;0,008972;0,040166;0,011948;0,062037;0,001374;0,010984;0,002826;0,060851;0,039441;0,127241;0,501468;0,030817;0,026386;0,000663;0,008741;0,001859;0,015695;0;0,000572;0,00002;0,000103;0,005558;0,004116;0,00106;0,003725;0;0,001301;0,000725;0,072016;0,093582;0;0,042644;0,026095;0,055029;0,060998;0,125213;0,071458;0,030896;0,09242;0,028725;0,01899;0,118829;0,033097;0,012235;0,025189;0,01164;0;0,005826;0,003047;0,032746;0,023355;0,097394;0,009284;0,035775;0,022847;0,007773;0,006898;0,021676;0,003651;0,001177;0,080099;0,099113;0,027967;0,014484;0,102876;0,12135;0,008255;0,005623;0,10969;0,012559;0,009184;0,003041;0,007442;0,004007;0,006253;0,010207
